country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;place_id;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;3/5/21;-21;18;16;-19;-21;6
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;4/5/21;-25;15;17;-16;-18;6
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;5/5/21;-25;13;16;-17;-18;6
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;6/5/21;-25;13;10;-17;-18;6
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;7/5/21;-28;14;15;-18;-17;6
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;8/5/21;-29;4;34;-13;-12;2
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;9/5/21;-30;12;13;-18;-9;1
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;10/5/21;-22;6;7;-20;-21;6
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;11/5/21;-22;7;10;-17;-20;6
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;12/5/21;-20;11;15;-15;-18;5
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;13/5/21;-18;12;14;-14;-19;6
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;14/5/21;-20;11;17;-15;-18;5
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;15/5/21;-22;1;32;-9;-11;1
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;16/5/21;-30;12;15;-16;-7;0
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;17/5/21;-20;9;12;-16;-17;5
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;18/5/21;-21;9;11;-15;-17;5
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;19/5/21;-21;10;12;-16;-17;5
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;20/5/21;-17;14;18;-16;-17;5
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;21/5/21;-18;13;26;-16;-21;4
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;22/5/21;-25;2;27;-16;-9;1
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;23/5/21;-28;17;13;-21;-8;1
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;24/5/21;-19;-9;46;-32;-50;8
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;25/5/21;-19;18;9;-16;-17;5
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;26/5/21;-18;16;18;-15;-16;5
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;27/5/21;-14;15;18;-14;-16;5
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;28/5/21;-14;16;28;-12;-14;3
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;29/5/21;-19;4;35;-8;-5;0
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;30/5/21;-26;18;16;-14;-3;0
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;31/5/21;-12;16;20;-15;-16;5
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;1/6/21;-15;14;7;-15;-17;5
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;2/6/21;-12;19;24;-12;-16;4
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;3/6/21;-11;18;19;-12;-17;5
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;4/6/21;-12;16;27;-12;-16;3
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;5/6/21;-17;5;33;-8;-6;0
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;6/6/21;-25;19;14;-14;-3;0
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;7/6/21;-10;15;28;-13;-17;4
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;8/6/21;-10;17;32;-10;-17;4
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;9/6/21;-12;16;27;-12;-18;4
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;10/6/21;-8;19;28;-11;-18;4
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;11/6/21;-12;15;35;-10;-17;2
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;12/6/21;-19;3;45;-8;-7;-2
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;13/6/21;-25;19;32;-9;-4;-3
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;14/6/21;-9;16;33;-13;-20;4
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;15/6/21;-10;17;34;-10;-19;4
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;16/6/21;-9;17;33;-11;-20;3
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;17/6/21;-11;14;12;-14;-21;5
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;18/6/21;-11;13;35;-11;-20;2
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;19/6/21;-21;2;29;-12;-8;-1
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;20/6/21;-25;19;13;-14;-4;-1
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;21/6/21;-4;19;41;-11;-22;3
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;22/6/21;-2;27;47;-7;-22;2
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;23/6/21;-3;39;71;-7;-30;-3
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;24/6/21;-38;-48;73;-39;-82;15
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;25/6/21;-11;20;59;-22;-48;6
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;26/6/21;-22;-1;53;-12;-13;-1
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;27/6/21;-22;22;34;-7;-3;-6
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;28/6/21;-4;19;43;-12;-27;3
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;29/6/21;-7;14;42;-12;-29;3
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;30/6/21;-4;21;41;-12;-26;2
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;1/7/21;-4;21;42;-9;-28;4
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;2/7/21;-12;12;40;-12;-28;3
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;3/7/21;-17;6;54;-4;-7;-2
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;4/7/21;-14;39;37;-3;2;-4
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;5/7/21;-2;19;57;-11;-31;4
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;6/7/21;-7;21;46;-11;-29;5
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;7/7/21;-5;21;50;-12;-29;5
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;8/7/21;-5;19;47;-11;-30;5
ES;Spain;Catalonia;;;ES-CT;;ChIJ8_UwhdxbpBIRUMijIeD6AAE;9/7/21;-11;15;51;-12;-29;3
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;1/1/21;-83;-83;-57;-72;-87;32
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;2/1/21;-44;-8;-30;-37;-27;12
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;3/1/21;-39;7;-23;-34;-13;8
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;4/1/21;-18;15;-15;-33;-47;14
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;5/1/21;-16;33;-14;-30;-49;14
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;6/1/21;-66;-67;-31;-58;-82;26
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;7/1/21;-48;-2;-40;-44;-45;19
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;8/1/21;-52;-1;-40;-45;-43;21
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;9/1/21;-77;-32;-76;-65;-38;21
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;10/1/21;-74;-37;-66;-60;-32;16
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;11/1/21;-44;-2;-29;-35;-29;13
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;12/1/21;-47;-5;-31;-36;-30;13
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;13/1/21;-48;-6;-29;-37;-29;13
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;14/1/21;-49;-7;-32;-38;-32;13
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;15/1/21;-52;-6;-30;-39;-32;14
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;16/1/21;-64;-15;-31;-46;-31;15
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;17/1/21;-63;-26;-18;-44;-28;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;18/1/21;-47;-11;-27;-37;-32;12
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;19/1/21;-48;-9;-24;-36;-32;12
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;20/1/21;-50;-10;-30;-38;-32;13
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;21/1/21;-49;-6;-24;-36;-32;13
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;22/1/21;-55;-12;-43;-42;-33;16
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;23/1/21;-64;-12;-33;-45;-30;15
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;24/1/21;-62;-24;-17;-43;-27;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;25/1/21;-47;-9;-26;-36;-31;12
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;26/1/21;-48;-7;-22;-35;-31;12
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;27/1/21;-48;-6;-16;-34;-30;12
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;28/1/21;-47;-4;-17;-34;-30;13
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;29/1/21;-47;1;-12;-33;-30;13
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;30/1/21;-61;-9;-28;-44;-28;14
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;31/1/21;-60;-18;-21;-42;-25;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;1/2/21;-44;-5;-16;-34;-29;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;2/2/21;-44;-2;-9;-32;-30;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;3/2/21;-45;-2;-12;-34;-29;12
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;4/2/21;-45;-1;-18;-34;-29;12
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;5/2/21;-46;2;-17;-34;-29;13
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;6/2/21;-60;-8;-18;-39;-26;13
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;7/2/21;-62;-24;-32;-45;-26;12
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;8/2/21;-41;-7;-29;-35;-29;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;9/2/21;-42;-2;-25;-33;-28;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;10/2/21;-42;-1;-19;-33;-27;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;11/2/21;-39;3;-10;-29;-27;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;12/2/21;-44;1;-23;-33;-28;13
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;13/2/21;-52;-3;-8;-33;-24;10
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;14/2/21;-53;-13;-44;-42;-20;10
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;15/2/21;-41;-8;-20;-37;-40;14
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;16/2/21;-43;-2;-15;-30;-28;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;17/2/21;-42;-1;-8;-29;-26;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;18/2/21;-42;1;-16;-29;-27;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;19/2/21;-44;4;-12;-30;-26;12
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;20/2/21;-54;-6;-10;-32;-23;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;21/2/21;-57;-18;-27;-39;-22;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;22/2/21;-49;-16;-44;-38;-29;13
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;23/2/21;-41;1;-12;-28;-26;10
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;24/2/21;-41;1;-5;-28;-25;10
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;25/2/21;-40;5;-10;-27;-26;10
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;26/2/21;-41;9;-10;-27;-25;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;27/2/21;-51;-1;-4;-30;-21;10
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;28/2/21;-49;-5;1;-28;-17;7
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;1/3/21;-32;2;-14;-28;-25;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;2/3/21;-36;2;-17;-28;-26;10
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;3/3/21;-35;4;-11;-27;-25;10
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;4/3/21;-36;4;-15;-26;-25;10
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;5/3/21;-36;8;-10;-26;-25;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;6/3/21;-51;-2;-13;-32;-21;10
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;7/3/21;-53;-14;-27;-36;-20;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;8/3/21;-34;-4;-24;-30;-28;10
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;9/3/21;-34;2;-10;-25;-25;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;10/3/21;-34;3;-6;-26;-24;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;11/3/21;-34;5;-9;-25;-24;10
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;12/3/21;-37;6;-18;-28;-24;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;13/3/21;-48;-2;2;-28;-19;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;14/3/21;-47;-7;-3;-29;-17;7
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;15/3/21;-30;2;-3;-25;-24;8
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;16/3/21;-32;2;-3;-24;-24;8
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;17/3/21;-33;4;-6;-25;-23;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;18/3/21;-34;5;-17;-26;-24;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;19/3/21;-38;4;-31;-31;-24;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;20/3/21;-39;-4;-8;-26;-16;6
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;21/3/21;-43;-2;4;-25;-15;2
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;22/3/21;-33;1;-5;-26;-23;8
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;23/3/21;-34;2;-4;-24;-24;8
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;24/3/21;-33;6;-1;-24;-23;8
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;25/3/21;-32;9;-6;-22;-24;8
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;26/3/21;-35;9;-7;-24;-24;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;27/3/21;-39;-2;-6;-24;-15;4
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;28/3/21;-42;-4;8;-23;-14;1
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;29/3/21;-26;4;10;-29;-41;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;30/3/21;-26;8;11;-27;-41;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;31/3/21;-25;17;9;-27;-42;8
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;1/4/21;-23;28;8;-30;-53;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;2/4/21;-60;-59;19;-49;-82;21
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;3/4/21;-42;0;-2;-30;-29;4
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;4/4/21;-45;-1;-2;-27;-19;0
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;5/4/21;-52;-52;25;-47;-81;17
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;6/4/21;-32;20;-14;-24;-24;7
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;7/4/21;-33;13;-12;-25;-23;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;8/4/21;-31;11;-5;-22;-23;8
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;9/4/21;-38;6;-21;-27;-23;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;10/4/21;-44;-1;-37;-36;-17;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;11/4/21;-49;-7;-23;-34;-17;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;12/4/21;-31;4;-7;-24;-23;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;13/4/21;-33;5;-6;-23;-23;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;14/4/21;-33;7;-5;-23;-23;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;15/4/21;-33;8;-7;-24;-22;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;16/4/21;-38;6;-19;-27;-22;11
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;17/4/21;-37;3;-11;-27;-14;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;18/4/21;-40;1;8;-24;-13;6
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;19/4/21;-31;2;-2;-24;-22;8
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;20/4/21;-33;3;-12;-23;-22;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;21/4/21;-35;4;-19;-26;-23;10
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;22/4/21;-30;9;-6;-23;-21;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;23/4/21;-21;18;29;-8;-21;8
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;24/4/21;-35;4;6;-21;-13;7
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;25/4/21;-44;-1;-10;-28;-14;7
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;26/4/21;-34;-4;-25;-28;-22;9
ES;Spain;Catalonia;Barcelona;;ES-B;;ChIJZb1_yQvmpBIRsMmjIeD6AAM;27/4/21;-30;8;-5;-22;-21;8
